"12 Aug 2011 23:13:09","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:09","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:14","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:13:14","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:17:51","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"12 Aug 2011 23:17:51","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:24:56","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:24:56","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      60","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:31:00","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:31:36","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:32:24","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:38:30","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:42:14","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:46:09","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:46:14","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      62","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 00:53:03","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      34","(Warning) mkdir() [<a href='function.mkdir'>function.mkdir</a>]: No such file or directory"
"13 Aug 2011 00:56:17","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      34","(Warning) mkdir() [<a href='function.mkdir'>function.mkdir</a>]: No such file or directory"
"13 Aug 2011 00:59:04","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      34","(Warning) mkdir() [<a href='function.mkdir'>function.mkdir</a>]: Permission denied"
"13 Aug 2011 01:02:35","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      34","(Warning) mkdir() [<a href='function.mkdir'>function.mkdir</a>]: Permission denied"
"13 Aug 2011 01:03:04","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      34","(Warning) mkdir() [<a href='function.mkdir'>function.mkdir</a>]: No such file or directory"
"13 Aug 2011 01:12:35","/homepages/36/d378030953/htdocs/school/application/controllers/ProjectsController.php:
      18","(Notice) A session had already been started - ignoring session_start()"
"13 Aug 2011 01:12:35","/homepages/36/d378030953/htdocs/school/application/models/User.php:
      63","(Notice) A session had already been started - ignoring session_start()"
